14102404	2369591	27397	4920	161530
14102405	2398379	28788	1391	168185
14102406	2428071	29692	904	169842
14102407	2460539	32468	2776	181603
14102408	2492009	31470	-998	173242
14102409	2521058	29049	-2421	167755
14102410	2546637	25579	-3470	146693
14102411	2571575	24938	-641	135783
14102412	2606199	34624	9686	188407
14102413	2641573	35374	750	189058
14102414	2681840	40267	4893	217145
14102415	2720538	38698	-1569	206683
14102416	2761729	41191	2493	252154
14102417	2803184	41455	264	262579
14102418	2829143	25959	-15496	170884
14102419	2833226	4083	-21876	34163
14102420	2836409	3183	-900	23124
14102421	2839078	2669	-514	20367
14102422	2841351	2273	-396	14876
14102423	2844979	3628	1355	25622
14102500	2858537	13558	9930	73446
14102501	2873657	15120	1562	80637
14102502	2878100	4443	-10677	38400
14102503	2887624	9524	5081	67443
14102504	2901773	14149	4625	76816
14102505	2923194	21421	7272	117207
14102506	2931595	8401	-13020	51726
14102507	2959711	28116	19715	136398
14102508	2987507	27796	-320	149460
14102509	3018944	31437	3641	180060
14102510	3050727	31783	346	182311
14102511	3085983	35256	3473	195507
14102512	3124437	38454	3198	205914
14102513	3171489	47052	8598	238071
14102514	3217053	45564	-1488	242500
14102515	3262588	45535	-29	238427
14102516	3302585	39997	-5538	210066
14102517	3340387	37802	-2195	205320
14102518	3373164	32777	-5025	191373
14102519	3395125	21961	-10816	122147
14102520	3412578	17453	-4508	100957
14102521	3428779	16201	-1252	92722
14102522	3444246	15467	-734	89708
14102523	3458419	14173	-1294	76506
14102600	3471575	13156	-1017	72185
14102601	3486743	15168	2012	80863
14102602	3506231	19488	4320	100821
14102603	3527997	21766	2278	112022
14102604	3558319	30322	8556	150184
14102605	3591656	33337	3015	171123
14102606	3625686	34030	693	179145
14102607	3662154	36468	2438	200176
14102608	3697670	35516	-952	188781
14102609	3733971	36301	785	201902
14102610	3772300	38329	2028	219830
14102611	3815814	43514	5185	239312
14102612	3860192	44378	864	237815
14102613	3903771	43579	-799	236291
14102614	3946783	43012	-567	233840
14102615	3985874	39091	-3921	206823
14102616	4024039	38165	-926	201409
14102617	4055742	31703	-6462	183154
14102618	4082569	26827	-4876	153815
14102619	4102658	20089	-6738	116956
14102620	4119998	17340	-2749	101676
14102621	4132671	12673	-4667	82130
14102622	4146944	14273	1600	88869
14102623	4160575	13631	-642	76770
14102700	4171878	11303	-2328	62254
14102701	4187770	15892	4589	75382
14102702	4203526	15756	-136	85828
14102703	4224412	20886	5130	120546
14102704	4249809	25397	4511	136684
14102705	4281492	31683	6286	168542
14102706	4313022	31530	-153	172517
14102707	4343850	30828	-702	162343
14102708	4373789	29939	-889	163554
14102709	4402556	28767	-1172	152066
14102710	4420217	17661	-11106	101249
14102711	4439789	19572	1911	118272
14102712	4468727	28938	9366	166229
14102713	4502433	33706	4768	173052
14102714	4525497	23064	-10642	105178
14102715	4546438	20941	-2123	104242
14102716	4581218	34780	13839	179656
14102717	4623329	42111	7331	234152
14102718	4656961	33632	-8479	202275
14102719	4683428	26467	-7165	157962
14102720	4700475	17047	-9420	107591
14102721	4715206	14731	-2316	93247
14102722	4730663	15457	726	94982
14102723	4746218	15555	98	87207
14102800	4761645	15427	-128	82520
14102801	4782049	20404	4977	102748
14102802	4808182	26133	5729	174692
14102803	4827044	18862	-7271	120099
14102804	4852592	25548	6686	140573
14102805	4886535	33943	8395	185896
14102806	4916955	30420	-3523	187063
14102807	4952639	35684	5264	210758
14102808	4990554	37915	2231	291763
14102809	5031197	40643	2728	328576
14102810	5067907	36710	-3933	258656
14102811	5107274	39367	2657	257891
14102812	5151934	44660	5293	272124
14102813	5211014	59080	14420	432308
14102814	5267602	56588	-2492	387453
14102815	5314799	47197	-9391	282315
14102816	5361854	47055	-142	283491
14102817	5405100	43246	-3809	280835
14102818	5439562	34462	-8784	232346
14102819	5467727	28165	-6297	201072
14102820	5492094	24367	-3798	170081
14102821	5516469	24375	8	166216
14102822	5534334	17865	-6510	124195
14102823	5550840	16506	-1359	113551
14102900	5565332	14492	-2014	98950
14102901	5582918	17586	3094	118914
14102902	5607213	24295	6709	141174
14102903	5647807	40594	16299	228057
14102904	5671864	24057	-16537	160923
14102905	5691058	19194	-4863	131740
14102906	5712050	20992	1798	142879
14102907	5746614	34564	13572	228905
14102908	5777422	30808	-3756	201567
14102909	5803351	25929	-4879	186264
14102910	5834870	31519	5590	224107
14102911	5861951	27081	-4438	161531
14102912	5891373	29422	2341	192389
14102913	5922350	30977	1555	193327
14102914	5958103	35753	4776	224237
14102915	5992121	34018	-1735	202404
14102916	6020835	28714	-5304	177356
14102917	6045311	24476	-4238	158732
14102918	6065366	20055	-4421	132239
14102919	6084352	18986	-1069	125421
14102920	6103082	18730	-256	117017
14102921	6118221	15139	-3591	95752
14102922	6133317	15096	-43	90365
14102923	6150881	17564	2468	98358
14103000	6168541	17660	96	87333
14103001	6186853	18312	652	91307
14103002	6205223	18370	58	98459
14103003	6223806	18583	213	121534
14103004	6260785	36979	18396	347806
14103005	6293838	33053	-3926	244765
14103006	6325443	31605	-1448	192404
14103007	6354767	29324	-2281	155891
14103008	6383406	28639	-685	165420
14103009	6420371	36965	8326	195885
14103010	6454958	34587	-2378	215813
14103011	6494296	39338	4751	219810
14103012	6535221	40925	1587	249022
14103013	6577236	42015	1090	250441
14103014	6621042	43806	1791	259187
14103015	6662647	41605	-2201	232694
14103016	6701806	39159	-2446	211916
14103017	6734734	32928	-6231	177578
14103018	6765798	31064	-1864	159570
14103019	6791844	26046	-5018	134243
14103020	6812664	20820	-5226	110764
14103021	6833622	20958	138	112238
14103022	6850950	17328	-3630	101250
14103023	6865066	14116	-3212	83608
0.412
